Sample ID,Sample Date,Beach Name,Sample Location,Enterococci Results,Units or Notes
050911GR01,2011-05-09,GERRITSEN/KIDDIE BEACH,Left,4,MPN/100 ml
042511GR08,2011-04-25,KINGSBOROUGH COMMUNITY COLLEGE,Center,36,MPN/100 ml
071514GR08,2014-07-15,CONEY ISLAND BR. 6TH - OCEAN PKWY,Center,60,MPN/100 ml
050410GR20,2010-05-04,LOCUST POINT YACHT CLUB,Center,16,MPN/100 ml
081809KB08,2009-08-18,MORRIS YACHT AND BEACH CLUB,Center,1060,MPN/100 ml
060407GR13,2007-06-04,SEAGATE BEACH - 42ND STREET,Right,210,MPN/100 ml
061109KB06,2009-06-11,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Right,360,MPN/100 ml
050216GR04,2016-05-02,MANHATTAN BEACH,Left,32,MPN/100 ml
082817MA13,2017-08-28,CONEY ISLAND WEST 8TH - PIER,Center,4,MPN/100 ml
071117JL18,2017-07-11,SCHUYLER HILL CIVIC ASSOCIATION,Center,8,MPN/100 ml
062408GR04,2008-06-24,WHITE CROSS FISHING CLUB,Left,4,MPN/100 ml
072505SI01,2005-07-25,WOLFE'S POND PARK,Left,84,MPN/100 ml
051809KB03,2009-05-18,SI YMCA OF GREATER NEW YORK,Right,4,MPN/100 ml
060115GR21,2015-06-01,SEAGATE BEACH - 38TH STREET,Right,32,MPN/100 ml
063008GR07,2008-06-30,KINGSBOROUGH COMMUNITY COLLEGE,Left,12,MPN/100 ml
051915GR05,2015-05-19,WHITE CROSS FISHING CLUB,Center,84,MPN/100 ml
071210GR13,2010-07-12,CONEY ISLAND WEST 8TH - PIER,Center,12,MPN/100 ml
060606IM15,2006-06-06,AMERICAN TURNERS,Right,52,MPN/100 ml
051815CP12,2015-05-18,MIDLAND BEACH,Left,48,MPN/100 ml
061609KB13,2009-06-16,CONEY ISLAND WEST 16TH - WEST 27TH,Center,4,MPN/100 ml
090710KB10,2010-09-07,SOUTH BEACH,Left,4,MPN/100 ml
082812KB08,2012-08-28,CEDAR GROVE,Center,4,MPN/100 ml
070605MR14,2005-07-06,SEAGATE BEACH - 42ND STREET,Center,40,MPN/100 ml
061907GR04,2007-06-19,ROCKAWAY BEACH 116TH - 126TH,Center,4,MPN/100 ml
082813GR01,2013-08-28,CEDAR GROVE,Left,12,MPN/100 ml
070710KB11,2010-07-07,WEST FORDHAM STREET ASSOCIATION,Center,8,MPN/100 ml
081313GR13,2013-08-13,MANHEM BEACH CLUB,Left,20,MPN/100 ml
080806LC03,2006-08-08,WOLFE'S POND PARK,Right,48,MPN/100 ml
081908GR03,2008-08-19,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Right,4,MPN/100 ml
042914KB07,2014-04-29,ORCHARD BEACH,Left,20,MPN/100 ml
062717HL15,2017-06-27,WEST FORDHAM STREET ASSOCIATION,Right,4,MPN/100 ml
070912KB08,2012-07-09,CEDAR GROVE,Center,56,MPN/100 ml
050509GR06,2009-05-05,ROCKAWAY BEACH 80TH - 95TH,Center,8,MPN/100 ml
072411GR02,2011-07-24,SEAGATE BEACH - 42ND STREET,Center,140,MPN/100 ml
080607GR06,2007-08-06,KINGSBOROUGH COMMUNITY COLLEGE,Right,8,MPN/100 ml
080905MR02,2005-08-09,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,96,MPN/100 ml
071905MR02,2005-07-19,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,56,MPN/100 ml
053117MA02,2017-05-31,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Center,60,MPN/100 ml
072610KB05,2010-07-26,WOLFE'S POND PARK,Center,52,MPN/100 ml
050409GR10,2009-05-04,CONEY ISLAND BR. 15TH - 6TH,Center,12,MPN/100 ml
091007GR01,2007-09-10,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Left,4,MPN/100 ml
072617JA16,2017-07-26,SOUTH BEACH,Center,16,MPN/100 ml
070814CP14,2014-07-08,MANHEM BEACH CLUB,Center,24,MPN/100 ml
060616CP10,2016-06-06,CEDAR GROVE,Center,4,MPN/100 ml
082009KB03,2009-08-20,ORCHARD BEACH,Right,140,MPN/100 ml
082013CP14,2013-08-20,MORRIS YACHT AND BEACH CLUB,Center,20,MPN/100 ml
051809KB07,2009-05-18,MIDLAND BEACH,Left,4,MPN/100 ml
080508BH04,2008-08-05,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,12,MPN/100 ml
042913GR19,2013-04-29,SEAGATE BEACH - 42ND STREET,Right,4,MPN/100 ml
073007BH06,2007-07-30,WOLFE'S POND PARK,Right,28,MPN/100 ml
060208BH07,2008-06-02,MIDLAND BEACH,Left,4,MPN/100 ml
071708IM18,2008-07-17,SCHUYLER HILL CIVIC ASSOCIATION,Right,4,MPN/100 ml
072214CP03,2014-07-22,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Right,4,MPN/100 ml
082009KB01,2009-08-20,ORCHARD BEACH,Left,200,MPN/100 ml
072616JL03,2016-07-26,SI YMCA OF GREATER NEW YORK,Right,84,MPN/100 ml
071006ZK04,2006-07-10,ORCHARD BEACH,Left,20,MPN/100 ml
081913CP03,2013-08-19,SI YMCA OF GREATER NEW YORK,Left,15000,MPN/100 ml
070212KB06,2012-07-02,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Right,16,MPN/100 ml
071111GR10,2011-07-11,CONEY ISLAND BR. 15TH - 6TH,Center,4,MPN/100 ml
042511GR15,2011-04-25,SEAGATE BEACH - 38TH STREET,Center,380,MPN/100 ml
052410GR14,2010-05-24,SEAGATE BEACH - 38TH STREET,Left,4,MPN/100 ml
061212KB14,2012-06-12,SOUTH BEACH,Center,32,MPN/100 ml
071006NG03,2006-07-10,GERRITSEN/KIDDIE BEACH,Right,20,MPN/100 ml
060606GR02,2006-06-06,GERRITSEN/KIDDIE BEACH,Center,16,MPN/100 ml
061206IM25,2006-06-12,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,48,MPN/100 ml
061510GR11,2010-06-15,DANISH AMERICAN BEACH CLUB,Center,44,MPN/100 ml
052317MA01,2017-05-23,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Left,120,MPN/100 ml
050310GR18,2010-05-03,SEAGATE BEACH - 42ND STREET,Center,4,MPN/100 ml
090809GR04,2009-09-08,MANHATTAN BEACH,Left,20,MPN/100 ml
053116GR04,2016-05-31,MANHATTAN BEACH,Left,8,MPN/100 ml
062816JL01,2016-06-28,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Left,16,MPN/100 ml
042710KB03,2010-04-27,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,1200,MPN/100 ml
082007BH19,2007-08-20,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Left,4,MPN/100 ml
082306EL03,2006-08-23,GERRITSEN/KIDDIE BEACH,Right,4,MPN/100 ml
081214CP10,2014-08-12,DANISH AMERICAN BEACH CLUB,Left,40,MPN/100 ml
052715GR19,2015-05-27,LOCUST POINT YACHT CLUB,Left,12,MPN/100 ml
063008BH03,2008-06-30,SI YMCA OF GREATER NEW YORK,Right,40,MPN/100 ml
080415GR06,2015-08-04,WHITE CROSS FISHING CLUB,Right,24,MPN/100 ml
062351GR04,2013-06-25,MANHATTAN BEACH,Left,4,MPN/100 ml
090606EL03,2006-09-06,GERRITSEN/KIDDIE BEACH,Right,120,MPN/100 ml
072213KB14,2013-07-22,SOUTH BEACH,Center,16,MPN/100 ml
052814CP19,2014-05-28,LOCUST POINT YACHT CLUB,Left,36,MPN/100 ml
061510KB14,2010-06-15,MORRIS YACHT AND BEACH CLUB,Center,20,MPN/100 ml
071712GR07,2012-07-17,AMERICAN TURNERS,Left,56,MPN/100 ml
071012GR02,2012-07-10,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Center,8,MPN/100 ml
050707BH12,2007-05-07,SOUTH BEACH,Right,8,MPN/100 ml
042610GR12,2010-04-26,CONEY ISLAND OCEAN PKWY - WEST 8TH,Center,4,MPN/100 ml
062017MA09,2017-06-20,ORCHARD BEACH,Right,8,MPN/100 ml
050211SG10,2011-05-02,CEDAR GROVE,Center,4,MPN/100 ml
081215SG13,2015-08-12,MORRIS YACHT AND BEACH CLUB,Left,4,MPN/100 ml
072710GR14,2010-07-27,MANHEM BEACH CLUB,Center,4,MPN/100 ml
070212AA03,2012-07-02,SI YMCA OF GREATER NEW YORK,Right,8,MPN/100 ml
060711GR06,2011-06-07,WHITE CROSS FISHING CLUB,Right,8,MPN/100 ml
070512GR10,2012-07-05,ROCKAWAY BEACH 80TH - 95TH,Center,4,MPN/100 ml
060905BH02,2005-06-09,MANHATTAN BEACH,Center,28,MPN/100 ml
082012KB03,2012-08-20,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,48,MPN/100 ml
082610SG11,2010-08-26,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Center,40,MPN/100 ml
081506SL03,2006-08-15,GERRITSEN/KIDDIE BEACH,Right,76,MPN/100 ml
070714CP09,2014-07-07,CEDAR GROVE,Left,4,MPN/100 ml
090913KB05,2013-09-09,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Center,12,MPN/100 ml
061213KB13,2013-06-12,WEST FORDHAM STREET ASSOCIATION,Left,84,MPN/100 ml
072711KB12,2011-07-27,WEST FORDHAM STREET ASSOCIATION,Right,4,MPN/100 ml
082415SM13,2015-08-24,CONEY ISLAND WEST 8TH - PIER,Center,12,MPN/100 ml
062910GR04,2010-06-29,WHITE CROSS FISHING CLUB,Left,4,MPN/100 ml
091307GR01,2007-09-13,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Left,210,MPN/100 ml
090705BH09,2005-09-07,MANHEM BEACH CLUB,Left,8,MPN/100 ml
062215GR09,2015-06-22,KINGSBOROUGH COMMUNITY COLLEGE,Right,4,MPN/100 ml
072511KB03,2011-07-25,SI YMCA OF GREATER NEW YORK,Right,20,MPN/100 ml
083011IM21,2011-08-30,LOCUST POINT YACHT CLUB,Right,28,MPN/100 ml
050112GR20,2012-05-01,LOCUST POINT YACHT CLUB,Center,84,MPN/100 ml
072407BH09,2007-07-24,MIDLAND BEACH,Right,4,MPN/100 ml
061316GR18,2016-06-13,MANHATTAN BEACH,Center,4,MPN/100 ml
050216CP15,2016-05-02,SOUTH BEACH,Left,4,MPN/100 ml
070512GR02,2012-07-05,BREEZY POINT - REID AVE.,Center,28,MPN/100 ml
060711GR18,2011-06-07,SCHUYLER HILL CIVIC ASSOCIATION,Right,20,MPN/100 ml
080111GR08,2011-08-01,KINGSBOROUGH COMMUNITY COLLEGE,Center,16,MPN/100 ml
082106EL15,2006-08-21,KINGSBOROUGH COMMUNITY COLLEGE,Right,4,MPN/100 ml
062915GR01,2015-06-29,GERRITSEN/KIDDIE BEACH,Left,16,MPN/100 ml
090412GR07,2012-09-04,AMERICAN TURNERS,Left,16,MPN/100 ml
050106EL06,2006-05-01,MANHATTAN BEACH,Right,12,MPN/100 ml
060407BH12,2007-06-04,SOUTH BEACH,Right,240,MPN/100 ml
070207BH14,2007-07-02,MANHEM BEACH CLUB,Center,4,MPN/100 ml
071613CP08,2013-07-16,ORCHARD BEACH,Center,4,MPN/100 ml
080310GR18,2010-08-03,SCHUYLER HILL CIVIC ASSOCIATION,Right,4,MPN/100 ml
051512GR06,2012-05-15,MANHATTAN BEACH,Right,4,MPN/100 ml
060105TM22,2005-06-01,SCHUYLER HILL CIVIC ASSOCIATION,Left,20,MPN/100 ml
080706ZK01,2006-08-07,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Left,4,MPN/100 ml
070813CP02,2013-07-08,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,220,MPN/100 ml
062706ZK23,2006-06-27,SCHUYLER HILL CIVIC ASSOCIATION,Center,4,MPN/100 ml
071210KB14,2010-07-12,CONEY ISLAND WEST 28TH - WEST 37TH,Center,12,MPN/100 ml
050206BH19,2006-05-02,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Left,8,MPN/100 ml
072506ZK12,2006-07-25,SEAGATE BEACH - 42ND STREET,Right,12,MPN/100 ml
061208KB02,2008-06-12,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,660,MPN/100 ml
070212SG16,2012-07-02,SCHUYLER HILL CIVIC ASSOCIATION,Left,8,MPN/100 ml
052708BH01,2008-05-27,SI YMCA OF GREATER NEW YORK,Left,200,MPN/100 ml
042108GR10,2008-04-21,CONEY ISLAND BR. 15TH - 6TH,Center,28,MPN/100 ml
081913CP05,2013-08-19,SI YMCA OF GREATER NEW YORK,Right,10000,MPN/100 ml
060805BH05,2005-06-08,MORRIS YACHT AND BEACH CLUB,Center,28,MPN/100 ml
042108BH13,2008-04-21,CONEY ISLAND WEST 28TH - WEST 37TH,Center,4,MPN/100 ml
051517MA13,2017-05-15,CONEY ISLAND WEST 8TH - PIER,Center,28,MPN/100 ml
052709GR02,2009-05-27,GERRITSEN/KIDDIE BEACH,Center,96,MPN/100 ml
070710GR11,2010-07-07,DANISH AMERICAN BEACH CLUB,Center,12,MPN/100 ml
042611SG01,2011-04-26,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,16,MPN/100 ml
082514GR16,2014-08-25,SEAGATE BEACH - 38TH STREET,Right,4,MPN/100 ml
081005MR03,2005-08-10,KINGSBOROUGH COMMUNITY COLLEGE,Right,92,MPN/100 ml
042913GR07,2013-04-29,KINGSBOROUGH COMMUNITY COLLEGE,Left,4,MPN/100 ml
083011SG13,2011-08-30,MORRIS YACHT AND BEACH CLUB,Left,20,MPN/100 ml
072711GR04,2011-07-27,SOUTH BEACH,Left,4,MPN/100 ml
082707BH09,2007-08-27,MANHEM BEACH CLUB,Right,120,MPN/100 ml
061509IM20,2009-06-15,LOCUST POINT YACHT CLUB,Center,40,MPN/100 ml
052213GR03,2013-05-22,BREEZY POINT - REID AVE.,Right,40,MPN/100 ml
071309KB12,2009-07-13,SOUTH BEACH,Right,4,MPN/100 ml
082817JA01,2017-08-28,CONEY ISLAND WEST 16TH - WEST 27TH,Center,8,MPN/100 ml
072009KB08,2009-07-20,MORRIS YACHT AND BEACH CLUB,Center,20,MPN/100 ml
081413CP01,2013-08-14,ROCKAWAY BEACH 9TH - 13TH,Center,4,MPN/100 ml
050305TM09,2005-05-03,DANISH AMERICAN BEACH CLUB,Right,9.9,MPN/100 ml
060209IM13,2009-06-02,MANHEM BEACH CLUB,Left,4,MPN/100 ml
071210GR17,2010-07-12,SEAGATE BEACH - 42ND STREET,Left,4,MPN/100 ml
060908GR03,2008-06-09,GERRITSEN/KIDDIE BEACH,Right,64,MPN/100 ml
081610SG01,2010-08-16,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,24,MPN/100 ml
072616MC04,2016-07-26,MANHATTAN BEACH,Left,160,MPN/100 ml
043007BH03,2007-04-30,WOLFE'S POND PARK,Right,16,MPN/100 ml
081015SM02,2015-08-10,KINGSBOROUGH COMMUNITY COLLEGE,Center,8,MPN/100 ml
061008GR12,2008-06-10,DANISH AMERICAN BEACH CLUB,Right,4,MPN/100 ml
071210KB03,2010-07-12,SI YMCA OF GREATER NEW YORK,Right,4,MPN/100 ml
060215CP23,2015-06-02,MORRIS YACHT AND BEACH CLUB,Center,120,MPN/100 ml
090111KB02,2011-09-01,SOUTH BEACH,Center,140,MPN/100 ml
051506IM12,2006-05-15,WHITE CROSS FISHING CLUB,Right,250,MPN/100 ml
071613GR08,2013-07-16,AMERICAN TURNERS,Center,56,MPN/100 ml
082713GR12,2013-08-27,DANISH AMERICAN BEACH CLUB,Right,12,MPN/100 ml
051908GR01,2008-05-19,GERRITSEN/KIDDIE BEACH,Left,4,MPN/100 ml
080615CP10,2015-08-06,BREEZY POINT - 219TH STREET,Center,12,MPN/100 ml
042009KB05,2009-04-20,MIDLAND BEACH,Center,16,MPN/100 ml
090211GR05,2011-09-02,SCHUYLER HILL CIVIC ASSOCIATION,Center,40,MPN/100 ml
060407GR12,2007-06-04,SEAGATE BEACH - 42ND STREET,Center,200,MPN/100 ml
051214GR16,2014-05-12,SEAGATE BEACH - 38TH STREET,Right,4,MPN/100 ml
072307BH11,2007-07-23,DANISH AMERICAN BEACH CLUB,Center,3400,MPN/100 ml
082906BH04,2006-08-29,MANHEM BEACH CLUB,Left,160,MPN/100 ml
062111KB10,2011-06-21,WEST FORDHAM STREET ASSOCIATION,Left,64,MPN/100 ml
083011IM14,2011-08-30,MANHEM BEACH CLUB,Center,52,MPN/100 ml
053007IM04,2007-05-30,ORCHARD BEACH,Left,8,MPN/100 ml
072908IM01,2008-07-29,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Left,8,MPN/100 ml
081215SG02,2015-08-12,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,260,MPN/100 ml
051517MA11,2017-05-15,CONEY ISLAND BR. 6TH - OCEAN PKWY,Center,8,MPN/100 ml
081313GR01,2013-08-13,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Left,20,MPN/100 ml
071613GR10,2013-07-16,DANISH AMERICAN BEACH CLUB,Left,12,MPN/100 ml
062315KB13,2015-06-23,MORRIS YACHT AND BEACH CLUB,Left,16,MPN/100 ml
050713GR14,2013-05-07,MANHEM BEACH CLUB,Center,4,MPN/100 ml
050409GR05,2009-05-04,MANHATTAN BEACH,Center,220,MPN/100 ml
090909IM02,2009-09-09,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Center,12,MPN/100 ml
092412GK01,2012-09-24,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,100,MPN/100 ml
083111GR19,2011-08-31,LOCUST POINT YACHT CLUB,Left,12,MPN/100 ml
090915SM05,2015-09-09,WHITE CROSS FISHING CLUB,Center,4,MPN/100 ml
051215AW10,2015-05-12,MORRIS YACHT AND BEACH CLUB,Left,4,MPN/100 ml
070207GR05,2007-07-02,MANHATTAN BEACH,Center,8,MPN/100 ml
062705MR09,2005-06-27,MANHATTAN BEACH,Right,36,MPN/100 ml
072111KB02,2011-07-21,SOUTH BEACH,Center,4,MPN/100 ml
090507GR01,2007-09-05,BREEZY POINT - 219TH STREET,Center,16,MPN/100 ml
080513GR15,2013-08-05,SEAGATE BEACH - 38TH STREET,Center,24,MPN/100 ml
081809KB11,2009-08-18,ORCHARD BEACH,Center,230,MPN/100 ml
071612GR07,2012-07-16,KINGSBOROUGH COMMUNITY COLLEGE,Left,4,MPN/100 ml
042214CP04,2014-04-29,WHITE CROSS FISHING CLUB,Left,100,MPN/100 ml
072307BH18,2007-07-23,WHITE CROSS FISHING CLUB,Right,1600,MPN/100 ml
042511SG07,2011-04-25,MIDLAND BEACH,Center,48,MPN/100 ml
082712KB05,2012-08-27,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Center,4,MPN/100 ml
051710GR15,2010-05-17,MANHEM BEACH CLUB,Right,12,MPN/100 ml
042208IM08,2008-04-22,AMERICAN TURNERS,Left,20,MPN/100 ml
073112KB14,2012-07-31,MORRIS YACHT AND BEACH CLUB,Center,4,MPN/100 ml
042015GR18,2015-04-20,SEAGATE BEACH - 38TH STREET,Center,140,MPN/100 ml
082409GR11,2009-08-24,CONEY ISLAND BR. 6TH - OCEAN PKWY,Center,8,MPN/100 ml
082514GR01,2014-08-25,GERRITSEN/KIDDIE BEACH,Left,8,MPN/100 ml
051512GR10,2012-05-15,CONEY ISLAND BR. 15TH - 6TH,Center,8,MPN/100 ml
081213GR14,2013-08-12,SEAGATE BEACH - 38TH STREET,Left,8,MPN/100 ml
082112KB17,2012-08-21,CONEY ISLAND WEST 28TH - WEST 37TH,Center,4,MPN/100 ml
072009KB04,2009-07-20,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Left,4,MPN/100 ml
072413GR35,2013-07-24,LOCUST POINT YACHT CLUB,Right,60,MPN/100 ml
072005MR02,2005-07-20,GERRITSEN/KIDDIE BEACH,Center,52,MPN/100 ml
090705BH10,2005-09-07,DANISH AMERICAN BEACH CLUB,Right,16,MPN/100 ml
061509IM06,2009-06-15,WHITE CROSS FISHING CLUB,Right,140,MPN/100 ml
051710GR03,2010-05-17,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Right,4,MPN/100 ml
073107BH24,2007-07-31,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Right,80,MPN/100 ml
042611GR20,2011-04-26,LOCUST POINT YACHT CLUB,Center,24,MPN/100 ml
061114IM08,2014-06-11,AMERICAN TURNERS,Center,380,MPN/100 ml
081610GR18,2010-08-16,SCHUYLER HILL CIVIC ASSOCIATION,Right,460,MPN/100 ml
042715GR08,2015-04-27,KINGSBOROUGH COMMUNITY COLLEGE,Center,8,MPN/100 ml
090208BH09,2008-09-02,MIDLAND BEACH,Right,4,MPN/100 ml
072413CP02,2013-07-24,KINGSBOROUGH COMMUNITY COLLEGE,Center,160,MPN/100 ml
081511KB04,2011-08-15,WOLFE'S POND PARK,Left,900,MPN/100 ml
050614KB13,2014-05-06,MORRIS YACHT AND BEACH CLUB,Left,12,MPN/100 ml
060711KB04,2011-06-07,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Left,20,MPN/100 ml
082107BH03,2007-08-21,SI YMCA OF GREATER NEW YORK,Right,8,MPN/100 ml
081709KB09,2009-08-17,MIDLAND BEACH,Right,4,MPN/100 ml
062408BH06,2008-06-24,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,32,MPN/100 ml
042109GR09,2009-04-21,ROCKAWAY BEACH 15TH - 22TH,Center,8,MPN/100 ml
043013GR19,2013-04-30,LOCUST POINT YACHT CLUB,Left,28,MPN/100 ml
042814KB14,2014-04-28,SOUTH BEACH,Center,4,MPN/100 ml
061812SG07,2012-06-18,AMERICAN TURNERS,Left,4,MPN/100 ml
072115GR17,2015-07-21,SCHUYLER HILL CIVIC ASSOCIATION,Center,4,MPN/100 ml
083011GR06,2011-08-30,BREEZY POINT - 219TH STREET,Right,104,MPN/100 ml
061912GR11,2012-06-19,CONEY ISLAND BR. 6TH - OCEAN PKWY,Center,8,MPN/100 ml
062606ZK04,2006-06-26,MANHATTAN BEACH,Left,8,MPN/100 ml
061615GR16,2015-06-16,SCHUYLER HILL CIVIC ASSOCIATION,Left,36,MPN/100 ml
081505MR15,2005-08-15,SEAGATE BEACH - 42ND STREET,Right,116,MPN/100 ml
052212GR04,2012-05-22,MANHATTAN BEACH,Left,48,MPN/100 ml
052013KB07,2013-05-20,CEDAR GROVE,Left,44,MPN/100 ml
071712KB08,2012-07-17,ORCHARD BEACH,Center,4,MPN/100 ml
082217KB05,2017-08-22,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Center,24,MPN/100 ml
050216GR06,2016-05-02,MANHATTAN BEACH,Right,40,MPN/100 ml
060105TM13,2005-06-01,AMERICAN TURNERS,Left,4,MPN/100 ml
080205MR01,2005-08-02,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,8,MPN/100 ml
042716AW06,2016-04-27,WOLFE'S POND PARK,Right,4,MPN/100 ml
073107BH07,2007-07-31,MORRIS YACHT AND BEACH CLUB,Left,4,MPN/100 ml
042809KB07,2009-04-28,MORRIS YACHT AND BEACH CLUB,Left,4,MPN/100 ml
071613CP03,2013-07-16,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,460,MPN/100 ml
082211GR06,2011-08-22,MANHATTAN BEACH,Right,8,MPN/100 ml
070912GR01,2012-07-09,GERRITSEN/KIDDIE BEACH,Left,4,MPN/100 ml
082211GR08,2011-08-22,KINGSBOROUGH COMMUNITY COLLEGE,Center,12,MPN/100 ml
072413GR02,2013-07-24,CONEY ISLAND BR. 6TH - OCEAN PKWY,Center,12,MPN/100 ml
050508GR01,2008-05-05,GERRITSEN/KIDDIE BEACH,Left,8,MPN/100 ml
082608IM01,2008-08-26,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Left,8,MPN/100 ml
062617JA01,2017-06-26,CONEY ISLAND WEST 16TH - WEST 27TH,Center,12,MPN/100 ml
072108BH13,2008-07-21,CONEY ISLAND WEST 28TH - WEST 37TH,Center,4,MPN/100 ml
042914KB01,2014-04-29,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,12,MPN/100 ml
072506JR07,2006-07-25,KINGSBOROUGH COMMUNITY COLLEGE,Left,16,MPN/100 ml
081616JL22,2016-08-16,LOCUST POINT YACHT CLUB,Right,8,MPN/100 ml
070815CP10,2015-07-08,BREEZY POINT - 219TH STREET,Center,4,MPN/100 ml
050514CP14,2014-05-05,MIDLAND BEACH,Right,8,MPN/100 ml
062608BH03,2008-06-26,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,100,MPN/100 ml
070714GR06,2014-07-07,MANHATTAN BEACH,Right,4,MPN/100 ml
062805MG21,2005-06-28,WHITE CROSS FISHING CLUB,Right,24,MPN/100 ml
082506BH08,2006-08-25,DANISH AMERICAN BEACH CLUB,Center,88,MPN/100 ml
082608GR03,2008-08-26,ROCKAWAY BEACH 126TH - 149TH,Center,4,MPN/100 ml
082916MC17,2016-08-29,SEAGATE BEACH - 38TH STREET,Left,12,MPN/100 ml
082610KB12,2010-08-26,MANHEM BEACH CLUB,Right,12,MPN/100 ml
081710GR19,2010-08-17,SEAGATE BEACH - 42ND STREET,Center,76,MPN/100 ml
081506SL06,2006-08-15,MANHATTAN BEACH,Right,28,MPN/100 ml
060412GR06,2012-06-04,MANHATTAN BEACH,Right,44,MPN/100 ml
061014CP10,2014-06-10,BREEZY POINT - 219TH STREET,Center,8,MPN/100 ml
090407GR07,2007-09-04,KINGSBOROUGH COMMUNITY COLLEGE,Left,8,MPN/100 ml
053116GR07,2016-05-31,KINGSBOROUGH COMMUNITY COLLEGE,Left,4,MPN/100 ml
050515CP08,2015-05-05,AMERICAN TURNERS,Center,12,MPN/100 ml
060810KB06,2010-06-08,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Right,20,MPN/100 ml
070617HL10,2017-07-06,MORRIS YACHT AND BEACH CLUB,Left,12,MPN/100 ml
082013GR01,2013-08-20,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Left,28,MPN/100 ml
080607BH08,2007-08-06,MIDLAND BEACH,Center,20,MPN/100 ml
061207BH10,2007-06-12,SOUTH BEACH,Left,20,MPN/100 ml
090909IM18,2009-09-09,SCHUYLER HILL CIVIC ASSOCIATION,Right,4,MPN/100 ml
042815GR04,2015-04-28,WHITE CROSS FISHING CLUB,Left,230,MPN/100 ml
051005TM05,2005-05-10,ORCHARD BEACH,Center,9.9,MPN/100 ml
060115GR17,2015-06-01,SEAGATE BEACH - 42ND STREET,Center,8,MPN/100 ml
061212KB02,2012-06-12,SI YMCA OF GREATER NEW YORK,Center,16,MPN/100 ml
071805SI12,2005-07-18,CONEY ISLAND WEST 8TH - PIER,Center,12,MPN/100 ml
050112GR05,2012-05-01,WHITE CROSS FISHING CLUB,Center,420,MPN/100 ml
053117MA10,2017-05-31,MORRIS YACHT AND BEACH CLUB,Left,12,MPN/100 ml
050216CP12,2016-05-02,MIDLAND BEACH,Left,4,MPN/100 ml
051313KB16,2013-05-13,CONEY ISLAND WEST 16TH - WEST 27TH,Center,12,MPN/100 ml
082905BH07,2005-08-29,DANISH AMERICAN BEACH CLUB,Right,8,MPN/100 ml
042417JL14,2017-04-24,MIDLAND BEACH,Right,12,MPN/100 ml
081208GR10,2008-08-12,ROCKAWAY BEACH 9TH - 13TH,Center,4,MPN/100 ml
050410GR21,2010-05-04,LOCUST POINT YACHT CLUB,Right,20,MPN/100 ml
052510KB14,2010-05-25,ORCHARD BEACH,Center,4,MPN/100 ml
082917MA03,2017-08-29,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Right,8,MPN/100 ml
053012GR08,2012-05-30,AMERICAN TURNERS,Center,120,MPN/100 ml
