Sample ID,Sample Date,Beach Name,Sample Location,Enterococci Results,Units or Notes
NP1908261035-1.1,2019-08-26,CEDAR GROVE,Left,4,MPN/100 ml
NP1908260945-1.2,2019-08-26,WOLFE'S POND PARK,Center,16,MPN/100 ml
CP1908270800-1.1,2019-08-27,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Left,20,MPN/100 ml
NP1909031010-1.1,2019-09-03,MIDLAND BEACH,Left,12,MPN/100 ml
CP1909040800-1.2,2019-09-04,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Center,72,MPN/100 ml
MC1909051040-1.1,2019-09-05,BREEZY POINT - 219TH STREET,Center,12,MPN/100 ml
MC1909050920-5.1,2019-09-05,ROCKAWAY BEACH 80TH - 95TH,Center,8,MPN/100 ml
CP1909041030-1.2,2019-09-04,WEST FORDHAM STREET ASSOCIATION,Center,4,MPN/100 ml
NP1909041005-1.1,2019-09-04,SCHUYLER HILL CIVIC ASSOCIATION,Left,56,MPN/100 ml
CP1909030700-1.1,2019-09-03,GERRITSEN/KIDDIE BEACH,Left,210,MPN/100 ml
NP1909040810-1.2,2019-09-04,WHITE CROSS FISHING CLUB,Center,4,MPN/100 ml
MC1909050840-2.1,2019-09-05,ROCKAWAY BEACH 15TH - 22TH,Center,8,MPN/100 ml
MC1909051010-8.1,2019-09-05,ROCKAWAY BEACH 126TH - 149TH,Center,4,MPN/100 ml
NP1909031010-1.2,2019-09-03,MIDLAND BEACH,Center,8,MPN/100 ml
CP1909031000-3.1,2019-09-03,CONEY ISLAND OCEAN PKWY - WEST 8TH,Center,48,MPN/100 ml
NP1909030730-1.2,2019-09-03,SI YMCA OF GREATER NEW YORK,Center,2000,MPN/100 ml
NP1909041035-1.3,2019-09-04,LOCUST POINT YACHT CLUB,Right,12,MPN/100 ml
CP1909030700-1.3,2019-09-03,GERRITSEN/KIDDIE BEACH,Right,240,MPN/100 ml
NP1909031050-1.2,2019-09-03,SOUTH BEACH,Center,28,MPN/100 ml
NP1909040930-1.2,2019-09-04,MANHEM BEACH CLUB,Center,4,MPN/100 ml
NP1909040750-1.2,2019-09-04,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Center,4,MPN/100 ml
CP1909040945-1.2,2019-09-04,MORRIS YACHT AND BEACH CLUB,Center,360,MPN/100 ml
NP1909031050-1.3,2019-09-03,SOUTH BEACH,Right,96,MPN/100 ml
NP1909040830-1.3,2019-09-04,AMERICAN TURNERS,Right,4,MPN/100 ml
MC1909050930-6.1,2019-09-05,ROCKAWAY BEACH 95TH - 116TH,Center,4,MPN/100 ml
NP1909041005-1.2,2019-09-04,SCHUYLER HILL CIVIC ASSOCIATION,Center,16,MPN/100 ml
CP1909040900-1.2,2019-09-04,ORCHARD BEACH,Center,4,MPN/100 ml
CP1909031015-4.1,2019-09-03,CONEY ISLAND WEST 8TH - PIER,Center,12,MPN/100 ml
NP1909030730-1.1,2019-09-03,SI YMCA OF GREATER NEW YORK,Left,3500,MPN/100 ml
NP1909031050-1.1,2019-09-03,SOUTH BEACH,Left,16,MPN/100 ml
CP1909040700-1.2,2019-09-04,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,40,MPN/100 ml
CP1909031100-1.2,2019-09-03,SEAGATE BEACH - 42ND STREET,Center,20,MPN/100 ml
CP1909030900-1.3,2019-09-03,KINGSBOROUGH COMMUNITY COLLEGE,Right,8,MPN/100 ml
CP1909030800-1.2,2019-09-03,MANHATTAN BEACH,Center,8,MPN/100 ml
CP1909040945-1.1,2019-09-04,MORRIS YACHT AND BEACH CLUB,Left,180,MPN/100 ml
NP1909041005-1.3,2019-09-04,SCHUYLER HILL CIVIC ASSOCIATION,Right,48,MPN/100 ml
CP1909031100-1.1,2019-09-03,SEAGATE BEACH - 42ND STREET,Left,100,MPN/100 ml
CP1909031045-6.1,2019-09-03,CONEY ISLAND WEST 28TH - WEST 37TH,Center,4,MPN/100 ml
CP1909030900-1.2,2019-09-03,KINGSBOROUGH COMMUNITY COLLEGE,Center,140,MPN/100 ml
NP1909030835-1.3,2019-09-03,WOLFE'S POND PARK,Right,28,MPN/100 ml
CP1909030930-1.1,2019-09-03,CONEY ISLAND BR. 15TH - 6TH,Center,4,MPN/100 ml
NP1909041035-1.1,2019-09-04,LOCUST POINT YACHT CLUB,Left,4,MPN/100 ml
NP1909040910-1.2,2019-09-04,DANISH AMERICAN BEACH CLUB,Center,8,MPN/100 ml
CP1909041030-1.3,2019-09-04,WEST FORDHAM STREET ASSOCIATION,Right,4,MPN/100 ml
CP1909030700-1.2,2019-09-03,GERRITSEN/KIDDIE BEACH,Center,240,MPN/100 ml
CP1909040700-1.1,2019-09-04,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,12,MPN/100 ml
CP1909041030-1.1,2019-09-04,WEST FORDHAM STREET ASSOCIATION,Left,16,MPN/100 ml
NP1909031010-1.3,2019-09-03,MIDLAND BEACH,Right,4,MPN/100 ml
CP1909040700-1.3,2019-09-04,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,28,MPN/100 ml
NP1909030730-1.3,2019-09-03,SI YMCA OF GREATER NEW YORK,Right,1600,MPN/100 ml
CP1909031100-1.3,2019-09-03,SEAGATE BEACH - 42ND STREET,Right,8,MPN/100 ml
CP1909040945-1.3,2019-09-04,MORRIS YACHT AND BEACH CLUB,Right,180,MPN/100 ml
NP1909030925-1.3,2019-09-03,CEDAR GROVE,Right,160,MPN/100 ml
NP1909030925-1.2,2019-09-03,CEDAR GROVE,Center,32,MPN/100 ml
CP1909040800-1.1,2019-09-04,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Left,24,MPN/100 ml
MC1909050830-1.1,2019-09-05,ROCKAWAY BEACH 9TH - 13TH,Center,24,MPN/100 ml
CP1909030900-1.1,2019-09-03,KINGSBOROUGH COMMUNITY COLLEGE,Left,120,MPN/100 ml
MC1909050850-3.1,2019-09-05,ROCKAWAY BEACH 23RD - 59TH,Center,8,MPN/100 ml
NP1909030925-1.1,2019-09-03,CEDAR GROVE,Left,52,MPN/100 ml
CP1909100900-1.3,2019-09-10,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,4,MPN/100 ml
CP1909101100-1.1,2019-09-10,MORRIS YACHT AND BEACH CLUB,Left,4,MPN/100 ml
CP1909101100-1.2,2019-09-10,MORRIS YACHT AND BEACH CLUB,Center,8,MPN/100 ml
CP1909101000-1.1,2019-09-10,LOCUST POINT YACHT CLUB,Left,4,MPN/100 ml
CP1909101000-1.3,2019-09-10,LOCUST POINT YACHT CLUB,Right,4,MPN/100 ml
CP1909190900-1.2,2019-09-10,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,4,MPN/100 ml
CP1909100900-1.1,2019-09-10,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,12,MPN/100 ml
CP1909101000-1.2,2019-09-10,LOCUST POINT YACHT CLUB,Center,4,MPN/100 ml
CP1909101100-1.3,2019-09-10,MORRIS YACHT AND BEACH CLUB,Right,8,MPN/100 ml
CP1909101200-1.1,2019-09-10,WEST FORDHAM STREET ASSOCIATION,Left,4,MPN/100 ml
CP1909241000-1.1,2019-09-24,MORRIS YACHT AND BEACH CLUB,Left,4,MPN/100 ml
NP2007130530-1.1,2020-07-13,ROCKAWAY BEACH 9TH - 13TH,Center,8,MPN/100 ml
NP2005281255-1.1,2020-05-28,WEST FORDHAM STREET ASSOCIATION,Center,4,MPN/100 ml
JA2005210940-1.1,2020-05-21,GERRITSEN/KIDDIE BEACH,Center,40,MPN/100 ml
MA2006290815-1.1,2020-06-29,CONEY ISLAND WEST 28TH - WEST 37TH,Center,4,MPN/100 ml
JA2007140910-1.1,2020-07-14,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,40,MPN/100 ml
NP2005211215-1.1,2020-05-21,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,4,MPN/100 ml
NP2007200605-1.1,2020-07-20,SOUTH BEACH,Center,8,MPN/100 ml
MA2007130830-1.1,2020-07-13,CONEY ISLAND BR. 15TH - 6TH,Center,8,MPN/100 ml
NP2006110950-1.1,2020-06-11,CEDAR GROVE,Center,12,MPN/100 ml
JA2005280900-1.1,2020-05-28,GERRITSEN/KIDDIE BEACH,Center,36,MPN/100 ml
JA2006290715-1.1,2020-06-29,WOLFE'S POND PARK,Center,4,MPN/100 ml
MA2007200830-1.1,2020-07-20,CONEY ISLAND OCEAN PKWY - WEST 8TH,Center,20,MPN/100 ml
NP2006030830-1.1,2020-06-03,LOCUST POINT YACHT CLUB,Center,8,MPN/100 ml
NP2006301110-1.1,2020-06-30,MORRIS YACHT AND BEACH CLUB,Center,4,MPN/100 ml
JA2007060800-2.1,2020-07-06,ORCHARD BEACH,Center,4,MPN/100 ml
JA2007130820-1.1,2020-07-13,CEDAR GROVE,Center,4,MPN/100 ml
NP2006290845-1.3,2020-06-29,ORCHARD BEACH,Right,4,MPN/100 ml
NP2007140935-1.1,2020-07-14,LOCUST POINT YACHT CLUB,Center,4,MPN/100 ml
MA2006290730-1.1,2020-06-29,CONEY ISLAND BR. 15TH - 6TH,Center,64,MPN/100 ml
NP2006030800-1.1,2020-06-03,SCHUYLER HILL CIVIC ASSOCIATION,Center,4,MPN/100 ml
NP2006180835-4.1,2020-06-18,ROCKAWAY BEACH 116TH - 126TH,Center,8,MPN/100 ml
NP2006300640-1.1,2020-06-30,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Center,16,MPN/100 ml
MA2007200730-1.1,2020-07-20,MANHATTAN BEACH,Center,220,MPN/100 ml
NP2006031030-1.1,2020-06-03,WEST FORDHAM STREET ASSOCIATION,Center,4,MPN/100 ml
JA2006180900-1.1,2020-06-18,WOLFE'S POND PARK,Center,8,MPN/100 ml
MA2006180700-1.2,2020-06-18,ORCHARD BEACH,Center,16,MPN/100 ml
NP2006301045-1.1,2020-06-30,WEST FORDHAM STREET ASSOCIATION,Center,16,MPN/100 ml
NP2006300910-1.1,2020-06-30,DANISH AMERICAN BEACH CLUB,Center,20,MPN/100 ml
MA2006030700-1.1,2020-06-03,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,360,MPN/100 ml
JA2006181050-1.1,2020-06-18,SOUTH BEACH,Center,12,MPN/100 ml
JA2007130930-1.1,2020-07-13,SOUTH BEACH,Center,28,MPN/100 ml
NP2006110815-1.1,2020-06-11,SOUTH BEACH,Center,4,MPN/100 ml
JA2007130740-1.1,2020-07-13,WOLFE'S POND PARK,Center,4,MPN/100 ml
MA2006290845-1.1,2020-06-29,SEAGATE BEACH - 42ND STREET,Center,4,MPN/100 ml
NP2007140845-1.1,2020-07-14,MANHEM BEACH CLUB,Center,12,MPN/100 ml
NP2006031105-1.1,2020-06-03,MORRIS YACHT AND BEACH CLUB,Center,24,MPN/100 ml
JA2007060835-3.1,2020-07-06,ORCHARD BEACH,Right,8,MPN/100 ml
JA2006300850-1.1,2020-06-30,BREEZY POINT - REID AVE.,Center,4,MPN/100 ml
NP2007140830-1.1,2020-07-14,DANISH AMERICAN BEACH CLUB,Center,4,MPN/100 ml
NP2005281140-1.1,2020-05-28,DANISH AMERICAN BEACH CLUB,Center,4,MPN/100 ml
NP2006110850-1.1,2020-06-11,MIDLAND BEACH,Center,12,MPN/100 ml
MA2007130900-1.1,2020-07-13,CONEY ISLAND WEST 28TH - WEST 37TH,Center,8,MPN/100 ml
MA2006110630-1.2,2020-06-11,ORCHARD BEACH,Center,240,MPN/100 ml
MA2006110900-1.1,2020-06-11,CONEY ISLAND WEST 28TH - WEST 37TH,Center,4,MPN/100 ml
NP2006030910-1.1,2020-06-03,MANHEM BEACH CLUB,Center,60,MPN/100 ml
JA2007130900-1.1,2020-07-13,MIDLAND BEACH,Center,8,MPN/100 ml
MA2007060830-1.1,2020-07-06,CONEY ISLAND OCEAN PKWY - WEST 8TH,Center,8,MPN/100 ml
MA2006110800-1.1,2020-06-11,MANHATTAN BEACH,Center,60,MPN/100 ml
NP2007200725-1.1,2020-07-20,CEDAR GROVE,Center,8,MPN/100 ml
NP2007140750-1.1,2020-07-14,WHITE CROSS FISHING CLUB,Center,8,MPN/100 ml
JA2007200750-2.1,2020-07-20,ORCHARD BEACH,Center,12,MPN/100 ml
NP2005210900-1.1,2020-05-21,WHITE CROSS FISHING CLUB,Center,4,MPN/100 ml
NP2006111040-1.1,2020-06-11,WOLFE'S POND PARK,Center,4,MPN/100 ml
JA2005281020-1.1,2020-05-28,SEAGATE BEACH - 42ND STREET,Center,16,MPN/100 ml
MA2006250800-1.1,2020-06-25,MANHATTAN BEACH,Center,12,MPN/100 ml
NP2005281105-1.1,2020-05-28,SCHUYLER HILL CIVIC ASSOCIATION,Center,8,MPN/100 ml
JA2006300930-1.1,2020-06-30,GERRITSEN/KIDDIE BEACH,Center,210,MPN/100 ml
NP2006290535-1.1,2020-06-29,ROCKAWAY BEACH 15TH - 22TH,Center,68,MPN/100 ml
MA2006110830-1.1,2020-06-11,CONEY ISLAND BR. 15TH - 6TH,Center,48,MPN/100 ml
NP2006030855-1.1,2020-06-03,DANISH AMERICAN BEACH CLUB,Center,8,MPN/100 ml
NP2005210930-1.1,2020-05-21,AMERICAN TURNERS,Center,4,MPN/100 ml
JA2006301015-1.1,2020-06-30,KINGSBOROUGH COMMUNITY COLLEGE,Center,20,MPN/100 ml
NP2006300555-1.1,2020-06-30,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,130,MPN/100 ml
NP2006300840-1.1,2020-06-30,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Center,8,MPN/100 ml
MA2006180700-1.3,2020-06-18,ORCHARD BEACH,Right,12,MPN/100 ml
MA2007200900-1.1,2020-07-20,CONEY ISLAND WEST 28TH - WEST 37TH,Center,24,MPN/100 ml
NP2007140730-1.1,2020-07-14,AMERICAN TURNERS,Center,4,MPN/100 ml
JA2007200730-1.1,2020-07-20,ORCHARD BEACH,Left,8,MPN/100 ml
NP2007130740-1.1,2020-07-13,BREEZY POINT - REID AVE.,Center,12,MPN/100 ml
NP2006030945-1.1,2020-06-03,WHITE CROSS FISHING CLUB,Center,12,MPN/100 ml
NP2007060925-1.1,2020-07-06,MIDLAND BEACH,Center,8,MPN/100 ml
NP2007140630-1.1,2020-07-14,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Center,48,MPN/100 ml
NP2006300755-1.1,2020-06-30,AMERICAN TURNERS,Center,44,MPN/100 ml
NP2006300925-1.1,2020-06-30,MANHEM BEACH CLUB,Center,4,MPN/100 ml
NP2005281320-1.1,2020-05-28,MORRIS YACHT AND BEACH CLUB,Center,4,MPN/100 ml
NP2007130635-3.1,2020-07-13,ROCKAWAY BEACH 80TH - 95TH,Center,4,MPN/100 ml
NP2006031005-1.1,2020-06-03,AMERICAN TURNERS,Center,8,MPN/100 ml
NP2006290845-1.1,2020-06-29,ORCHARD BEACH,Left,36,MPN/100 ml
MA2006250700-1.3,2020-06-25,ORCHARD BEACH,Right,4,MPN/100 ml
MA2007130730-1.1,2020-07-13,MANHATTAN BEACH,Center,12,MPN/100 ml
NP2005210845-1.1,2020-05-21,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Center,4,MPN/100 ml
JA2007200820-3.1,2020-07-20,ORCHARD BEACH,Right,4,MPN/100 ml
MA2006250830-1.1,2020-06-25,CONEY ISLAND BR. 15TH - 6TH,Center,8,MPN/100 ml
NP2005211050-1.1,2020-05-21,WEST FORDHAM STREET ASSOCIATION,Center,8,MPN/100 ml
MA2007130845-1.1,2020-07-13,CONEY ISLAND OCEAN PKWY - WEST 8TH,Center,4,MPN/100 ml
NP2005281220-1.1,2020-05-28,WHITE CROSS FISHING CLUB,Center,4,MPN/100 ml
NP2007200810-1.1,2020-07-20,WOLFE'S POND PARK,Center,12,MPN/100 ml
MA2007200800-1.1,2020-07-20,CONEY ISLAND BR. 15TH - 6TH,Center,36,MPN/100 ml
NP2006030930-1.1,2020-06-03,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Center,4,MPN/100 ml
MA2006250700-1.2,2020-06-25,ORCHARD BEACH,Center,8,MPN/100 ml
MA2007060800-1.1,2020-07-06,CONEY ISLAND BR. 15TH - 6TH,Center,28,MPN/100 ml
NP2006030720-1.1,2020-06-03,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Center,12,MPN/100 ml
MA2007130930-1.1,2020-07-13,SEAGATE BEACH - 42ND STREET,Center,4,MPN/100 ml
JA2005280935-1.1,2020-05-28,KINGSBOROUGH COMMUNITY COLLEGE,Center,4,MPN/100 ml
NP2006300950-1.1,2020-06-30,SCHUYLER HILL CIVIC ASSOCIATION,Center,24,MPN/100 ml
MA2006180700-1.1,2020-06-18,ORCHARD BEACH,Left,16,MPN/100 ml
MA2006030930-1.1,2020-06-03,GERRITSEN/KIDDIE BEACH,Center,32,MPN/100 ml
NP2007141010-1.1,2020-07-14,WEST FORDHAM STREET ASSOCIATION,Center,4,MPN/100 ml
MA2006250700-1.1,2020-06-25,ORCHARD BEACH,Left,4,MPN/100 ml
NP2007200645-1.1,2020-07-20,MIDLAND BEACH,Center,8,MPN/100 ml
MA2006290700-1.1,2020-06-29,MANHATTAN BEACH,Center,88,MPN/100 ml
NP2006300825-1.1,2020-06-30,WHITE CROSS FISHING CLUB,Center,24,MPN/100 ml
MA2007130800-1.1,2020-07-13,KINGSBOROUGH COMMUNITY COLLEGE,Center,16,MPN/100 ml
NP2006290845-1.2,2020-06-29,ORCHARD BEACH,Center,4,MPN/100 ml
MA2006110630-1.1,2020-06-11,ORCHARD BEACH,Left,300,MPN/100 ml
JA2005281045-1.1,2020-05-28,SEAGATE BEACH - 38TH STREET,Center,4,MPN/100 ml
NP2007270520-1.1,2020-07-27,ROCKAWAY BEACH 15TH - 22TH,Center,4,MPN/100 ml
NP2007220735-1.1,2020-07-22,MANHATTAN BEACH,Left,8,MPN/100 ml
MA2007270800-1.1,2020-07-27,CONEY ISLAND BR. 15TH - 6TH,Center,16,MPN/100 ml
MA2007270930-1.1,2020-07-27,SEAGATE BEACH - 38TH STREET,Center,4,MPN/100 ml
NP2007270945-1.2,2020-07-27,ORCHARD BEACH,Center,4,MPN/100 ml
MA2007270730-1.1,2020-07-27,MANHATTAN BEACH,Center,4,MPN/100 ml
NP2007220735-1.2,2020-07-22,MANHATTAN BEACH,Center,4,MPN/100 ml
NP2007220735-1.3,2020-07-22,MANHATTAN BEACH,Right,28,MPN/100 ml
NP2007270620-3.1,2020-07-27,ROCKAWAY BEACH 95TH - 116TH,Center,4,MPN/100 ml
JA2007270845-1.1,2020-07-27,CEDAR GROVE,Center,4,MPN/100 ml
Np2007280840-1.1,2020-07-28,MANHEM BEACH CLUB,Center,4,MPN/100 ml
NP2007280750-1.1,2020-07-28,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Center,8,MPN/100 ml
JA2007280745-1.1,2020-07-28,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,80,MPN/100 ml
NP2007280715-1.1,2020-07-28,AMERICAN TURNERS,Center,72,MPN/100 ml
JA2007280920-1.1,2020-07-28,KINGSBOROUGH COMMUNITY COLLEGE,Center,32,MPN/100 ml
NP2007280825-1.1,2020-07-28,DANISH AMERICAN BEACH CLUB,Center,4,MPN/100 ml
NP2007280730-1.1,2020-07-28,WHITE CROSS FISHING CLUB,Center,4,MPN/100 ml
NP2007280630-1.1,2020-07-28,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Center,48,MPN/100 ml
MA2008030830-1.1,2020-08-03,CONEY ISLAND BR. 15TH - 6TH,Center,56,MPN/100 ml
JA2008030750-1.1,2020-08-03,ORCHARD BEACH,Left,60,MPN/100 ml
MA2008030800-1.1,2020-08-03,MANHATTAN BEACH,Center,52,MPN/100 ml
MA2008030900-1.1,2020-08-03,CONEY ISLAND OCEAN PKWY - WEST 8TH,Center,12,MPN/100 ml
NP2008030820-1.1,2020-08-03,CEDAR GROVE,Center,16,MPN/100 ml
NP2008030710-1.1,2020-08-03,SOUTH BEACH,Center,20,MPN/100 ml
NP2008030740-1.1,2020-08-03,MIDLAND BEACH,Center,12,MPN/100 ml
JA2008030900-3.1,2020-08-03,ORCHARD BEACH,Right,8,MPN/100 ml
MA2008030930-1.1,2020-08-03,CONEY ISLAND WEST 28TH - WEST 37TH,Center,4,MPN/100 ml
NP2008030910-1.1,2020-08-03,WOLFE'S POND PARK,Center,4,MPN/100 ml
JA2008030830-2.1,2020-08-03,ORCHARD BEACH,Center,8,MPN/100 ml
JA2008120800-1.1,2020-08-12,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,24,MPN/100 ml
NP2008120740-1.1,2020-08-12,MANHEM BEACH CLUB,Center,4,MPN/100 ml
NP2008110630-3.1,2020-08-11,ROCKAWAY BEACH 80TH - 95TH,Center,12,MPN/100 ml
MA2008110945-1.1,2020-08-11,CONEY ISLAND WEST 28TH - WEST 37TH,Center,4,MPN/100 ml
NP2008110745-1.1,2020-08-11,BREEZY POINT - REID AVE.,Center,4,MPN/100 ml
NP2008120720-1.1,2020-08-12,DANISH AMERICAN BEACH CLUB,Center,4,MPN/100 ml
NP2008120825-1.1,2020-08-12,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Center,8,MPN/100 ml
NP2008120930-1.1,2020-08-12,LOCUST POINT YACHT CLUB,Center,8,MPN/100 ml
NP2008120855-1.1,2020-08-12,SCHUYLER HILL CIVIC ASSOCIATION,Center,8,MPN/100 ml
NP2008120755-1.1,2020-08-12,AMERICAN TURNERS,Center,4,MPN/100 ml
NP2008110705-4.1,2020-08-11,ROCKAWAY BEACH 116TH - 126TH,Center,4,MPN/100 ml
NP2008110820-1.1,2020-08-11,BREEZY POINT - 219TH STREET,Center,4,MPN/100 ml
JA2008110815-1.1,2020-08-11,CEDAR GROVE,Center,4,MPN/100 ml
NP2008111020-1.2,2020-08-11,ORCHARD BEACH,Center,4,MPN/100 ml
NP2008110520-1.1,2020-08-11,ROCKAWAY BEACH 9TH - 13TH,Center,20,MPN/100 ml
MA2008110830-1.1,2020-08-11,CONEY ISLAND BR. 15TH - 6TH,Center,4,MPN/100 ml
NP2008120815-1.1,2020-08-12,WHITE CROSS FISHING CLUB,Center,8,MPN/100 ml
JA2008120950-1.1,2020-08-12,KINGSBOROUGH COMMUNITY COLLEGE,Center,24,MPN/100 ml
MA2008110900-1.1,2020-08-11,CONEY ISLAND OCEAN PKWY - WEST 8TH,Center,8,MPN/100 ml
JA2008170830-1.1,2020-08-17,ORCHARD BEACH,Left,4,MPN/100 ml
JA2008240745-1.1,2020-08-24,WOLFE'S POND PARK,Center,4,MPN/100 ml
MA2008240945-1.1,2020-08-24,SEAGATE BEACH - 38TH STREET,Center,8,MPN/100 ml
MA2008240930-1.1,2020-08-24,SEAGATE BEACH - 42ND STREET,Center,8,MPN/100 ml
NP2008170800-1.1,2020-08-17,MIDLAND BEACH,Center,16,MPN/100 ml
NP2008170925-1.1,2020-08-17,WOLFE'S POND PARK,Center,8,MPN/100 ml
NP2008190840-1.1,2020-08-19,SOUTH BEACH,Left,12,MPN/100 ml
MA2008170830-1.1,2020-08-17,CONEY ISLAND BR. 15TH - 6TH,Center,4,MPN/100 ml
MA2008170800-1.1,2020-08-17,MANHATTAN BEACH,Center,8,MPN/100 ml
NP2008190840-1.2,2020-08-19,SOUTH BEACH,Center,32,MPN/100 ml
MA2008170900-1.1,2020-08-17,CONEY ISLAND OCEAN PKWY - WEST 8TH,Center,32,MPN/100 ml
MA2008240830-1.1,2020-08-24,CONEY ISLAND BR. 15TH - 6TH,Center,4,MPN/100 ml
NP2008170720-1.1,2020-08-17,SOUTH BEACH,Center,130,MPN/100 ml
JA2008170850-2.1,2020-08-17,ORCHARD BEACH,Center,8,MPN/100 ml
JA2008170920-3.1,2020-08-17,ORCHARD BEACH,Right,32,MPN/100 ml
NP2008190840-1.3,2020-08-19,SOUTH BEACH,Right,12,MPN/100 ml
MA2008240800-1.1,2020-08-24,MANHATTAN BEACH,Center,48,MPN/100 ml
NP2008240815-1.1,2020-08-24,BREEZY POINT - 219TH STREET,Center,8,MPN/100 ml
MA2008170930-1.1,2020-08-17,CONEY ISLAND WEST 28TH - WEST 37TH,Center,28,MPN/100 ml
NP2008241000-1.3,2020-08-24,ORCHARD BEACH,Right,4,MPN/100 ml
NP2008240700-3.1,2020-08-24,ROCKAWAY BEACH 95TH - 116TH,Center,4,MPN/100 ml
NP2008170835-1.1,2020-08-17,CEDAR GROVE,Center,32,MPN/100 ml
NP2008260830-1.1,2020-08-26,DANISH AMERICAN BEACH CLUB,Center,20,MPN/100 ml
JA2008260745-1.1,2020-08-26,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,96,MPN/100 ml
NP2008260935-1.1,2020-08-26,LOCUST POINT YACHT CLUB,Center,12,MPN/100 ml
NP2008260640-1.1,2020-08-26,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Center,200,MPN/100 ml
NP2008260910-1.1,2020-08-26,SCHUYLER HILL CIVIC ASSOCIATION,Center,4,MPN/100 ml
NP2008261035-1.1,2020-08-26,MORRIS YACHT AND BEACH CLUB,Center,4,MPN/100 ml
NP2008260805-1.1,2020-08-26,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Center,4,MPN/100 ml
NP2008260845-1.1,2020-08-26,MANHEM BEACH CLUB,Center,4,MPN/100 ml
NP2008260730-1.1,2020-08-26,AMERICAN TURNERS,Center,4,MPN/100 ml
MA2008310800-1.1,2020-08-31,MANHATTAN BEACH,Center,36,MPN/100 ml
NP2008310735-1.1,2020-08-31,SOUTH BEACH,Center,4,MPN/100 ml
JA2008310910-2.1,2020-08-31,ORCHARD BEACH,Center,4,MPN/100 ml
NP2008310810-1.1,2020-08-31,MIDLAND BEACH,Center,8,MPN/100 ml
MA2008310915-1.1,2020-08-31,CONEY ISLAND WEST 28TH - WEST 37TH,Center,4,MPN/100 ml
MA2008310830-1.1,2020-08-31,CONEY ISLAND BR. 15TH - 6TH,Center,16,MPN/100 ml
NP2008310940-1.1,2020-08-31,WOLFE'S POND PARK,Center,16,MPN/100 ml
JA2008310845-1.1,2020-08-31,ORCHARD BEACH,Left,4,MPN/100 ml
JA2008310935-3.1,2020-08-31,ORCHARD BEACH,Right,36,MPN/100 ml
NP2009090850-1.1,2020-09-09,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,12,MPN/100 ml
NP2009091020-1.1,2020-09-09,DANISH AMERICAN BEACH CLUB,Center,8,MPN/100 ml
NP2009090945-1.1,2020-09-09,SCHUYLER HILL CIVIC ASSOCIATION,Center,4,MPN/100 ml
MA2105240900-1.1,2021-05-24,CONEY ISLAND WEST 16TH - WEST 27TH,Center,10,MPN/100 ml
JA2105030820-1.1,2021-05-03,ORCHARD BEACH,Left,9.9,MPN/100 ml
NP2105240815-1.1,2021-05-24,WOLFE'S POND PARK,Center,10,MPN/100 ml
NP2105190730-1.1,2021-05-19,ROCKAWAY BEACH 15TH - 22TH,Center,10,MPN/100 ml
NP2105171035-1.1,2021-05-17,SOUTH BEACH,Center,9.9,MPN/100 ml
MA2105100930-1.1,2021-05-10,CONEY ISLAND WEST 16TH - WEST 27TH,Center,31,MPN/100 ml
NP2105050905-3.1,2021-05-05,ROCKAWAY BEACH 80TH - 95TH,Center,9.9,MPN/100 ml
MA2105030800-1.1,2021-05-03,MANHATTAN BEACH,Center,279,MPN/100 ml
JA2105240850-3.1,2021-05-24,ORCHARD BEACH,Right,20,MPN/100 ml
NP2105241005-1.1,2021-05-24,SOUTH BEACH,Center,9.9,MPN/100 ml
NP2105190810-2.1,2021-05-19,ROCKAWAY BEACH 59TH - 80TH,Center,9.9,MPN/100 ml
MA2105100900-1.1,2021-05-10,CONEY ISLAND WEST 8TH - PIER,Center,10,MPN/100 ml
